1.499273255235411551e-02,7.070771413640162262e-01,4.619172350815052841e-01,7.856522971459554139e-01,2.636879667833413876e-02,3.469714642968216856e-01,6.679053011816937779e-02,2.561375770769536153e-03,8.277218921636226856e-01,1.057508268616875746e-01
9.706125423497927729e-01,7.691187868937299221e-01,9.389908958467637623e-01,9.450081657418522019e-01,9.227691336893650842e-01,3.389762125060546971e-01,9.836372206412082875e-01,4.172451936666161654e-01,1.161347324108404910e-01,6.826513863555871975e-02
7.630428619904527920e-01,7.223008569780065002e-02,4.610991131112940344e-01,5.546182249243279960e-01,7.004934575042823797e-01,4.635099999870553322e-01,2.600185839969126889e-01,3.648142892512050706e-01,2.857689555554061567e-01,6.961798194354377189e-01
8.781723115662578572e-01,6.087366120554493776e-02,5.336740825419745704e-01,1.048218441660464517e-01,1.171451135927115139e-01,5.141313221142622680e-01,5.200466330463053843e-01,3.093638223040617863e-02,1.527145914227627799e-01,2.694588082654476580e-01
1.251849979721612049e-01,6.673218634528029769e-01,1.362550801459745387e-01,9.782936344048458466e-01,3.056367364454393165e-02,7.913796029127224685e-01,8.229054641340013410e-01,5.051510729547855627e-01,7.841922135764100021e-01,6.360846833467519446e-01
9.163482402974238994e-01,8.880834499345060529e-01,4.396132637667561349e-01,6.537435175508305996e-01,9.979490714466292545e-01,2.849938576895496567e-01,4.061039270231218135e-01,7.937284990300129683e-01,7.417427508559205629e-01,3.745005824106276693e-01
9.200388854138091821e-01,4.122962547797057731e-01,5.496849209317602458e-01,6.137895619647770751e-01,9.559788273181754059e-01,5.135524514641913729e-01,2.406688907680776257e-02,6.675762816555490531e-01,3.663694440639916339e-01,4.589816558313851713e-01
5.690822739376047990e-01,8.325558675336954817e-01,7.120792044278818622e-01,4.390817757636454877e-01,1.020181048933013201e-01,4.831001205984120084e-03,3.271176148832688479e-02,2.766758182014362744e-01,4.986023831116896954e-01,8.314116636022553797e-01
5.013194766832681504e-01,7.668111032228706048e-01,3.107537385194966140e-01,9.931740613756886438e-01,2.227473144640461644e-01,7.333311503273165499e-01,7.769516808599674640e-02,7.294225956926647658e-02,1.282524577353258977e-01,8.206476124318915488e-01
3.819822809591660873e-01,1.148058830283007481e-01,8.257968497730683310e-01,3.251162816375814391e-01,2.428208738646021603e-01,8.902398818619372545e-01,7.404580161350277079e-01,3.496569398441462528e-02,4.721563718927724862e-01,7.271517508146098097e-01
4.848583585547042718e-01,3.133914239929279644e-01,8.889888450509724205e-01,8.281744341592349734e-01,1.811002508668483335e-01,8.680697982187388639e-01,6.488226993893041472e-01,7.297357333423705184e-01,8.308715022192644239e-01,1.068324456492122376e-01
2.696206879757389041e-01,2.800149387443837679e-01,8.647916642277392318e-01,8.422402493547263003e-01,4.059495950123166441e-01,1.317558859105456559e-01,5.689326412340145467e-02,2.015272517159495402e-01,6.435680315472472879e-01,2.339281145863094657e-01
2.424953088406432977e-01,7.650233994387503067e-01,7.449048804215249175e-01,4.252863727619832224e-01,2.596545208171185948e-02,7.090734921636223653e-01,2.027524006671322931e-01,4.533282243422457336e-01,6.913461102449393048e-01,6.388857524343221073e-01
7.098134601325208903e-01,5.427393573828744877e-01,3.060581248264178100e-01,7.304452036928910097e-02,4.652548380822537633e-01,8.362063839902088569e-01,3.044083554325953678e-01,7.064894738320548484e-02,6.175568791951676628e-01,8.317656063075812289e-01
9.055005604218797632e-01,1.484914251284982223e-01,4.693226347116589148e-01,2.275234132470637105e-01,4.726675946967585640e-01,4.249800535136339930e-01,1.286102908373364384e-01,5.681574885455221713e-01,8.067230901687841849e-01,3.342565513214138528e-01
2.152207804223299492e-01,5.746109030291446373e-01,1.738778729637340259e-01,3.192121221829032907e-01,7.736725551027253678e-01,3.795787573538095261e-01,8.696006479256712662e-01,7.974323271180989714e-01,9.028425335945730046e-01,6.685293256272831774e-01
6.058496362556921033e-01,1.422647643726570044e-01,9.448291266567329094e-01,6.352413061645214576e-01,2.977545611547289806e-01,9.910515867507651011e-01,5.212316894287190028e-01,4.796419712924407941e-01,1.049065690600553546e-01,4.127218241253827191e-01
3.448095067300390726e-01,7.239833533590993575e-01,4.620885552619563574e-01,7.254095350225637784e-01,3.417875548606684744e-01,3.567853468670769690e-01,4.901750052045863448e-01,8.819887839720503830e-01,1.595904105090616421e-01,5.461199705046816399e-01
9.174675857861215311e-01,4.539594139955109853e-01,8.465474135135552247e-01,2.820176182048570457e-01,2.460273013828988553e-01,9.755216719851751428e-01,5.639421585439367002e-01,4.687980561865997542e-01,7.698204282451087677e-01,3.766712403942935605e-01
5.390989489620037212e-01,6.478828267699556775e-01,6.283083780350409153e-01,4.865266014959916951e-01,6.860976981921845796e-01,5.290016910325786581e-01,7.120501424637937227e-01,7.992619465161295844e-01,1.621608971559013179e-01,8.662073569928741001e-01
4.198235094875519824e-01,3.661008659463385051e-01,9.451270078931162111e-02,1.426508660609934198e-01,9.071179697423940036e-01,4.716257100115868184e-01,9.130552223577151905e-01,5.682702705844477897e-01,9.745216041587536626e-01,8.431420326120142583e-02
2.758336924989774896e-01,2.452622503163811585e-01,7.840217851720755471e-01,6.484748312364175815e-01,1.852689268070931705e-01,3.305183164406664265e-01,9.810792820508789092e-01,8.862730841622723510e-02,3.489202484805796756e-01,6.374280557324354390e-01
9.682134797963395378e-01,6.320273994712132248e-01,9.700333792004914857e-01,2.185038395337191020e-01,3.570172264342371671e-01,6.352530597129597556e-01,5.286553273633530781e-01,4.669876692139344199e-01,1.279805977304733222e-01,7.952367855258583029e-01
2.973968623423947077e-01,7.189118623375237993e-01,6.887957156158213134e-01,6.487799678638188627e-01,8.802201576861657939e-01,2.928544006455425786e-01,4.707112638033931207e-01,9.197198659740627447e-01,4.310862490332892927e-01,5.328333435915520999e-01
4.788693892884998693e-02,6.224187081590417669e-01,2.725366690143877779e-01,1.315134238359644270e-01,3.164864014173581763e-01,2.896624396195287554e-01,3.131350270823383131e-01,2.509419497445583014e-01,5.600983616342382065e-01,9.036219413051824745e-01
5.884774645153039163e-01,2.295262249753446948e-01,7.834577378747668019e-01,4.963769340451952283e-01,9.364798601572955628e-01,3.454694076645141720e-01,4.189500048321398440e-01,4.322825817703491724e-01,3.016705715303936719e-01,7.902596340682699338e-02
9.390672529279795455e-01,4.900326105543909572e-01,8.171736438184675766e-01,4.861076187823558659e-01,6.037142084690597654e-01,2.481744135232646364e-01,1.009105597755907135e-01,2.502167103234280710e-01,1.842494955988381866e-01,3.982336753091398895e-01
9.497320707762056946e-01,3.712429545520858909e-01,1.179133232673490461e-01,6.865338211121896350e-02,5.280488379545580369e-01,5.087405632839487879e-01,4.881815985171041872e-01,5.310828351166488881e-01,6.743727871978995037e-01,7.575333454665794664e-01
8.870818908034170391e-01,5.943044164906972071e-01,4.279121541620424241e-01,7.477631449115975659e-01,4.510927849169875659e-01,1.713933436737802296e-01,9.803238648491382490e-01,4.495942369054807264e-01,5.112603784649214500e-01,2.917406173248469070e-01
4.956627411199685529e-01,7.831320506838690410e-01,6.201622689565102764e-01,7.532870144445391603e-01,8.912529671075156701e-01,7.561189991048552494e-01,2.657224413826030363e-01,2.332958363218898823e-01,1.548131971429441700e-01,9.089162138907513899e-02
3.101880869945936592e-01,1.085189947662534848e-01,8.246398834070469697e-01,2.824111759545629985e-01,4.788612666341535151e-01,1.964131307742564836e-01,3.932568054989135087e-01,8.171102209388353410e-01,8.450708945657522397e-01,4.981255214815544230e-01
7.096296188311799202e-01,7.312877247674355319e-01,9.700934391804992840e-01,9.071321402797958289e-01,8.486878589042770038e-01,6.982290621918170181e-01,7.006310262843118419e-01,1.439797450624525910e-01,1.484696116945666278e-01,4.879348992897196702e-01
5.705188824062734643e-02,7.648666452091757995e-01,4.773756894086724767e-01,1.541006580024912864e-01,5.298300204779659017e-01,4.061183168895480256e-01,4.193164614805299228e-01,6.443533439675254160e-01,2.766024112518734590e-01,2.154333476556358207e-01
5.912234574647606822e-01,8.530830475602392271e-01,6.219883623483605239e-01,5.763843711049398966e-02,3.077487501758259247e-01,4.331402826174914900e-01,6.310310971874001362e-01,4.948875406494620544e-01,2.312687667159085692e-02,3.192171973139817931e-01
7.391021081730672071e-01,4.265327954691865431e-01,5.898179300892875121e-01,3.174516913210139180e-01,6.507409057315114431e-01,4.693510973961404487e-01,3.957879017450876002e-01,2.895872203189037153e-01,6.030389197090285647e-01,3.540009406312449869e-01
3.018663451494851824e-02,3.187804800461272459e-01,3.263142745880166506e-01,7.657831537830506186e-02,5.793909727866404236e-01,4.076931458218369109e-01,4.266522777405842293e-01,3.867947360408490187e-01,6.149174120243318109e-01,6.425480375597710792e-01
8.620539137677231123e-01,1.837532558695949003e-01,4.640349656826810998e-01,2.441676511397746774e-01,9.540548063655946986e-01,4.102657768860696885e-01,6.712181003487494024e-02,7.511333953345729064e-01,5.059473965122398553e-01,1.821913730491055983e-01
8.166602615857116998e-01,3.233014958090291158e-01,7.039495416954510976e-02,9.993404971718068408e-01,7.837511859395187575e-01,7.932629728953634052e-01,1.255485618797493874e-01,4.647369139180860254e-01,6.354047182476206812e-01,1.471329946419581702e-01
4.802861907290179033e-02,5.787954551674941994e-01,6.161915378785907116e-01,7.003166600908827810e-01,4.307056107185597282e-01,8.695652174288606151e-01,7.523033002745436182e-01,4.104502837571739615e-01,1.597338284649517659e-01,2.411848258675954870e-01
8.619146674316391366e-02,6.115781513105064127e-01,4.325635795625573099e-01,8.955802867463530381e-01,6.567529700885181843e-01,5.600242736342110339e-01,1.192875964239958897e-01,2.431895624223221475e-01,3.150144321078319765e-01,2.215596805132956648e-01
6.340126798833823907e-01,3.863182612525786208e-01,8.766387944820508427e-01,8.559591636117838132e-01,6.561389478722320368e-01,1.406607607646370717e-01,2.356873095652556316e-02,9.664851141440058413e-01,2.203737220432334665e-01,4.055390172262685056e-02
4.059157986273890240e-01,2.905287565088454649e-01,5.557892614288267863e-01,6.710095217070626283e-01,3.063176372421538840e-02,5.912082892823797842e-01,6.422931634925523880e-01,7.351681326723111809e-01,4.406264220364367601e-01,9.900135876508751043e-01
7.123504590696145833e-01,3.308812300117525140e-01,7.639719529152836364e-01,5.829817511930324159e-01,3.686229516583331423e-01,1.432080253470690012e-01,2.309166919632676951e-01,6.037642845102871858e-01,1.069996030427563527e-01,4.437302683137364090e-01
8.231068639875729342e-01,2.827834598119381981e-01,2.500612584690199425e-01,1.074249868748519132e-01,7.568769350041798516e-01,1.569386309521028089e-01,1.352413189993276754e-01,8.518154810289160217e-01,8.021847997090802984e-02,3.125717588261677227e-01
6.991603816132370142e-01,1.471198229118478862e-01,9.583010321983521651e-01,1.920740983610380592e-01,2.935921310317655131e-01,3.771114040601640793e-01,5.742458866983057852e-01,7.955666058532232521e-01,8.938810557146307234e-01,1.738895775167293989e-01
8.691422643735909892e-01,8.221970706979608856e-03,4.504232584538062634e-01,5.334159388462857976e-01,3.509938282210796068e-01,3.262640830816421200e-02,1.403494703511087849e-02,9.425196774164527058e-01,5.153363397719245009e-01,8.250333803664294807e-01
9.225749249993444590e-01,2.814182807581585566e-01,2.530074541971761848e-01,8.165451682237304665e-01,4.780013356960954862e-01,4.972881980521718370e-01,1.691671365246825154e-01,5.394515250038967036e-01,6.158141071759266616e-01,6.180114779125533975e-02
